"order","family","sci_name","common_name","iucn_2024","status","mass_g","habitat","habitat_density","migration","trophic_level","trophic_niche","primary_lifestyle","range_size","lifespan","repro_age","clutches_per_year","kipps_distance","hand_wing_index","nest_type","majority_nesting_location","most_common_nesting_location","second_nesting_location","nest_category","any_tree_nest","ground_nest","shrub_nest","snag_nest","live_tree_nest","conifer_nest","deciduous_nest","majority_foraging_location","most_common_foraging_location","second_foraging_location","av_id","elton_id","d_id","elton_common_name","elton_sci_name","elton_syn","d_sci_name","for_hawking","for_foliage_gleaning","for_bark_gleaning","fstimb","diet_inv","diet_nect","diet_seed","for_strat_ground","for_strat_understory","for_strat_canopy","elevational_range","forest_use","primary_habitat","habitat_breadth","primary_diet","diet_breadth","eco_spec_index","old_growth"
"GAVIIFORMES","Gaviidae","Gavia immer","Common Loon","LC",NA,4956.8,"Wetland","open",3,"Carnivore","Aquatic predator","Aquatic",9453280.12,32,6,1,178,49.3,"platform","ground","ground_nest",NA,"platform",0,100,0,0,0,0,0,"water","water",NA,1969,5446,2440,"Common Loon","Gavia immer",NA,NA,0,0,0,0,10,0,0,0,0,0,500,0,"Wetland",2,"Fish",3,1.222,0
"CATHARTIFORMES","Cathartidae","Cathartes aura","Turkey Vulture","LC",NA,1518.2,"Human Modified","open",2,"Scavenger","Scavenger","Terrestrial",28126442.74,17,3,1,135.6,26.9,"no","cliff","cliff_nest","human.structure_nest","open",10,10,0,10,0,0,0,"ground","ground",NA,2953,5349,2810,"Turkey Vulture","Cathartes aura",NA,NA,0,0,0,0,0,0,0,100,0,0,2500,4,"Savanna",10,"Scavenger",1,1,0
"ACCIPITRIFORMES","Pandionidae","Pandion haliaetus","Osprey","LC",NA,1483.2,"Marine","open",3,"Carnivore","Aquatic predator","Aerial",31298390.01,25,3.6,1,204.8,44.9,"platform","tree","any_tree_nest","live_tree_nest","platform",70,0,0,10,60,20,40,"water","water",NA,2961,4562,2820,"Osprey","Pandion haliaetus",NA,NA,0,0,0,0,0,0,0,0,0,0,1000,0,"Coastal",3,"Fish",1,1.523,0
"ACCIPITRIFORMES","Accipitridae","Aquila chrysaetos","Golden Eagle","LC",NA,4248,"Grassland","open",2,"Carnivore","Vertivore","Aerial",39450257.98,30,5,0.75,221.2,36.7,"platform","cliff","cliff_nest","live_tree_nest","platform",40,0,0,0,40,20,20,"ground","ground",NA,3050,4864,2860,"Golden Eagle","Aquila chrysaetos",NA,NA,0,0,0,0,0,0,0,100,0,0,3630,0,"Grassland",6,"Vertebrate",2,0.921,0
"ACCIPITRIFORMES","Accipitridae","Accipiter striatus","Sharp-shinned Hawk","LC",NA,130.6,"Forest","dense",3,"Carnivore","Vertivore","Aerial",16375303.87,13,1.5,1,56.6,30.7,"platform","tree","live_tree_nest","any_tree_nest","platform",100,0,0,0,100,70,30,NA,"canopy","understory",3122,4755,2900,"Sharp-shinned Hawk","Accipiter striatus",NA,NA,0,0,0,0,0,0,0,0,25,50,3500,1,"Forest",4,"Vertebrate",1,1.398,0
"ACCIPITRIFORMES","Accipitridae","Astur cooperii","Cooper's Hawk","LC",NA,429.7,"Woodland","semiopen",3,"Carnivore","Vertivore","Aerial",8393137.06,20,1.75,1,77.8,32.3,"platform","tree","live_tree_nest","any_tree_nest","platform",100,0,0,0,100,30,70,NA,"ground","canopy",3123,4759,2910,NA,"Accipiter cooperii","Astur cooperii","Accipiter cooperii",0,0,0,0,0,0,0,40,20,30,3000,1,"Forest",3,"Vertebrate",1,1.523,0
"ACCIPITRIFORMES","Accipitridae","Astur atricapillus","American Goshawk","",NA,866,"Forest","dense",2,"Carnivore","Vertivore","Generalist",31775270.74,19,2,1,122.6,36.3,"platform","tree","live_tree_nest","any_tree_nest","platform",100,0,0,0,100,70,30,"ground","ground",NA,3128,4767,2920,"Northern Goshawk","Accipiter gentilis",NA,"Accipiter gentilis",0,0,0,0,0,0,0,100,0,0,3000,1,"Forest",2,"Vertebrate",3,1.222,1
"ACCIPITRIFORMES","Accipitridae","Circus hudsonius","Northern Harrier","LC",NA,393,"Grassland","open",3,"Carnivore","Vertivore","Aerial",12347245.55,16,1.5,1,161.1,44.6,"platform","ground","ground_nest","shrub_nest","platform",0,70,30,0,0,0,0,"ground","ground",NA,3079,4696,2890,NA,"Circus cyaneus","Circus hudsonius","Circus cyaneus",0,0,0,0,10,0,0,100,0,0,2400,0,"Wetland",5,"Vertebrate",2,1,0
"ACCIPITRIFORMES","Accipitridae","Haliaeetus leucocephalus","Bald Eagle","LC",NA,4700.6,"Wetland","open",3,"Carnivore","Omnivore","Generalist",9351853.96,28,5,1,248.8,41.4,"platform","tree","any_tree_nest","live_tree_nest","platform",90,0,0,10,80,60,20,NA,"water","ground",3142,4637,2930,"Bald Eagle","Haliaeetus leucocephalus",NA,NA,0,0,0,0,0,0,0,30,0,20,2500,3,"Wetland",5,"Fish",2,1,0
"ACCIPITRIFORMES","Accipitridae","Buteo swainsoni","Swainson's Hawk","LC",NA,946.6,"Grassland","open",3,"Carnivore","Vertivore","Insessorial",4303055.16,24,3,1,175.2,46.6,"platform","tree","live_tree_nest","any_tree_nest","platform",70,0,20,0,70,30,40,NA,"canopy","ground",3193,4814,3020,"Swainson's Hawk","Buteo swainsoni",NA,NA,0,0,0,0,30,0,0,20,20,40,2750,2,"Woodland",4,"Vertebrate",2,1.097,0
"ACCIPITRIFORMES","Accipitridae","Buteo jamaicensis","Red-tailed Hawk","LC",NA,1101.2,"Woodland","semiopen",3,"Carnivore","Vertivore","Insessorial",15462822.34,25,2,1,139.9,34.1,"platform","tree","live_tree_nest","any_tree_nest","platform",80,0,0,0,80,40,40,"canopy","canopy","aerial",3196,4824,3040,"Red-tailed Hawk","Buteo jamaicensis",NA,NA,0,0,0,0,10,0,0,0,0,66,2700,5,"Woodland",10,"Vertebrate",1,1,0
"ACCIPITRIFORMES","Accipitridae","Buteo lagopus","Rough-legged Hawk","LC",NA,949.8,"Grassland","open",3,"Carnivore","Vertivore","Insessorial",9709846.76,18,2,1,180.3,42.1,"platform",NA,"cliff_nest","live_tree_nest","platform",50,0,0,0,50,40,10,"ground","ground",NA,3198,4840,3050,"Rough-legged Hawk","Buteo lagopus",NA,NA,0,0,0,0,10,0,0,100,0,0,1200,0,"Grassland",5,"Vertebrate",1,1.301,0
"STRIGIFORMES","Tytonidae","Tyto furcata","American Barn Owl","",NA,403.3,"Human Modified","open",1,"Carnivore","Vertivore","Insessorial",63140525.19,20,1,1.25,111.5,39.7,"cavity",NA,"snag_nest","any_tree_nest","cavity",40,0,0,40,0,0,0,"ground","ground","understory",2724,2878,3070,"Barn Owl","Tyto alba",NA,"Tyto alba",0,0,0,0,10,0,0,90,10,0,4000,0,"Grassland",10,"Vertebrate",1,1,0
"STRIGIFORMES","Strigidae","Psiloscops flammeolus","Flammulated Owl","LC",NA,59.9,"Forest","dense",3,"Carnivore","Invertivore","Insessorial",1041707.57,14,1,1,41,30.8,"cavity","tree","any_tree_nest","live_tree_nest","cavity",100,0,0,30,70,35,35,NA,"ground","canopy",2879,2905,3080,NA,"Otus flammeolus","Psiloscops flammeolus;Megascops flammeolus","Otus flammeolus",70,15,15,0,100,0,0,40,20,40,1500,1,"Forest",2,"Invertebrate",1,1.699,0
"STRIGIFORMES","Strigidae","Megascops kennicottii","Western Screech-Owl","LC",NA,141.8,"Forest","semiopen",1,"Carnivore","Invertivore","Insessorial",3582764.44,11,1,1,47.9,27.1,"cavity","tree","any_tree_nest","live_tree_nest","cavity",75,0,0,25,50,25,25,NA,"understory","ground",2880,2932,3100,"Western Screech-owl","Megascops kennicottii",NA,NA,0,0,0,0,50,0,0,40,50,10,265,2,"Woodland",5,"Vertebrate",2,1,0
"STRIGIFORMES","Strigidae","Bubo scandiacus","Snowy Owl","VU","Vulnerable",2028.8,"Grassland","open",3,"Carnivore","Vertivore","Insessorial",5773405.49,20,3,0.75,172,41.1,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground","water",2925,2982,3130,NA,"Bubo scandiaca","Bubo scandiacus","Bubo scandiaca",0,0,0,0,10,0,0,90,0,0,300,0,"Grassland",5,"Vertebrate",1,1.301,0
"STRIGIFORMES","Strigidae","Bubo virginianus","Great Horned Owl","LC",NA,1354.5,"Forest","semiopen",1,"Carnivore","Vertivore","Insessorial",24426738.59,28,2.5,1,112.7,30.4,"cavity","tree","any_tree_nest","live_tree_nest","cavity",60,0,0,20,40,10,30,"ground","ground","understory",2926,2961,3120,"Great Horned Owl","Bubo virginianus",NA,NA,0,0,0,0,10,0,0,80,10,0,4500,2,"Woodland",8,"Vertebrate",1,1.097,1
"STRIGIFORMES","Strigidae","Surnia ulula","Northern Hawk Owl","LC",NA,319.9,"Grassland","open",2,"Carnivore","Vertivore","Insessorial",21131927.34,10,1,0,89.5,38.6,"platform","tree","any_tree_nest","snag_nest","platform",90,0,0,50,40,20,20,"ground","ground","understory",2768,3015,3140,"Northern Hawk Owl","Surnia ulula",NA,NA,0,0,0,0,0,0,0,80,20,0,2650,0,"Grassland",3,"Vertebrate",1,1.523,0
"STRIGIFORMES","Strigidae","Glaucidium gnoma","Northern Pygmy-Owl","LC",NA,61.3,"Forest","semiopen",1,"Carnivore","Invertivore","Insessorial",585868.15,4,1,1,17.4,19.8,"cavity","tree","any_tree_nest","live_tree_nest","cavity",95,0,0,30,65,45,20,"ground","ground","understory",2781,3037,3150,"Northern Pygmy-owl","Glaucidium gnoma",NA,NA,0,0,0,0,60,0,0,90,10,0,1900,1,"Forest",1,"Vertebrate",2,1.699,0
"STRIGIFORMES","Strigidae","Strix varia","Barred Owl","LC",NA,711.5,"Forest","semiopen",1,"Carnivore","Vertivore","Insessorial",6628563.52,18,2,0.9,101,29.6,"cavity","snag","any_tree_nest","snag_nest","cavity",100,0,0,60,40,20,20,"ground","ground","understory",2915,2997,3200,"Barred Owl","Strix varia",NA,NA,0,0,0,0,10,0,0,60,20,10,1500,1,"Forest",3,"Vertebrate",2,1.222,0
"STRIGIFORMES","Strigidae","Strix nebulosa","Great Gray Owl","LC",NA,1061.9,"Forest","semiopen",1,"Carnivore","Vertivore","Insessorial",19847527.93,18,2.5,1,139,31.9,"cavity","tree","any_tree_nest","live_tree_nest","cavity",100,0,0,20,80,40,40,"ground","ground",NA,2921,3004,3210,"Great Grey Owl","Strix nebulosa",NA,NA,0,0,0,0,10,0,0,100,0,0,3200,1,"Forest",3,"Vertebrate",1,1.523,0
"STRIGIFORMES","Strigidae","Asio otus","Long-eared Owl","LC",NA,296.6,"Forest","semiopen",2,"Carnivore","Vertivore","Aerial",27618929.92,12,1,1,115.5,41.2,"cup","tree","live_tree_nest","any_tree_nest","built.structure",60,0,40,0,60,30,30,"ground","ground","understory",2871,3106,3220,"Long-eared Owl","Asio otus",NA,NA,0,0,0,0,0,0,0,80,10,10,2750,3,"Grassland",6,"Vertebrate",1,1.222,0
"STRIGIFORMES","Strigidae","Asio flammeus","Short-eared Owl","LC",NA,322.6,"Grassland","open",3,"Carnivore","Vertivore","Aerial",39874062.36,12,1,1.25,141,47.5,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground","canopy",2875,3111,3230,"Short-eared Owl","Asio flammeus",NA,NA,0,0,0,0,0,0,0,90,0,10,4000,6,"Grassland",6,"Vertebrate",1,1.222,0
"STRIGIFORMES","Strigidae","Aegolius funereus","Boreal Owl","LC",NA,137.2,"Forest","dense",2,"Carnivore","Vertivore","Insessorial",23596074.83,11,1.5,1,53.2,31.5,"cavity","tree","any_tree_nest","snag_nest","cavity",90,0,0,50,40,20,20,"ground","ground","understory",2808,3073,3240,"Boreal Owl","Aegolius funereus",NA,NA,0,0,0,0,30,0,0,90,10,0,1470,1,"Forest",3,"Vertebrate",1,1.523,1
"STRIGIFORMES","Strigidae","Aegolius acadicus","Northern Saw-whet Owl","LC",NA,100.7,"Forest","semiopen",3,"Carnivore","Vertivore","Insessorial",5712891.95,10,1,1,40.2,29.8,"cavity","tree","any_tree_nest","snag_nest","cavity",100,0,0,50,50,25,25,"ground","ground","understory",2810,3075,3250,"Northern Saw-whet Owl","Aegolius acadicus",NA,NA,0,0,0,0,20,0,0,90,10,0,3100,2,"Woodland",4,"Vertebrate",2,1.097,0
"CORACIIFORMES","Alcedinidae","Megaceryle alcyon","Belted Kingfisher","LC",NA,148,"Riverine","open",2,"Carnivore","Aquatic predator","Insessorial",13996585.38,5,1,1,53.2,33.6,"burrow","bank","bank_nest","snag_nest","burrow",10,0,0,10,0,0,0,"water","water","ground",3446,1641,3270,"Belted Kingfisher","Megaceryle alcyon",NA,NA,0,0,0,0,10,0,0,10,10,0,2750,0,"Riparian",3,"Fish",2,1.222,0
"PICIFORMES","Picidae","Sphyrapicus thyroideus","Williamson's Sapsucker","LC",NA,47.6,"Forest","dense",2,"Omnivore","Invertivore","Insessorial",649120.18,6.5,1,1,44.3,32.2,"cavity","tree","live_tree_nest","any_tree_nest","cavity",100,0,0,0,100,50,50,"canopy","canopy","understory",3911,903,3290,"Williamson's Sapsucker","Sphyrapicus thyroideus",NA,NA,20,0,80,40,50,30,0,10,20,70,1700,1,"Forest",2,"Omnivore",3,1.222,0
"PICIFORMES","Picidae","Sphyrapicus varius","Yellow-bellied Sapsucker","LC",NA,50.3,"Woodland","dense",3,"Omnivore","Omnivore","Insessorial",4472315.75,6,1,1,42.2,33.9,"cavity","tree","any_tree_nest","live_tree_nest","cavity",100,0,0,40,60,5,55,"canopy","canopy","understory",3912,900,3300,"Yellow-bellied Sapsucker","Sphyrapicus varius",NA,NA,20,0,70,60,50,30,10,0,30,70,3000,2,"Woodland",4,"Omnivore",5,0.699,0
"PICIFORMES","Picidae","Sphyrapicus nuchalis","Red-naped Sapsucker","LC",NA,48.5,"Woodland","semiopen",3,"Omnivore","Omnivore","Insessorial",2075623.96,6,1,1,39,31.7,"cavity","tree","any_tree_nest","live_tree_nest","cavity",100,0,0,30,70,30,40,"canopy","canopy","understory",3913,901,3310,"Red-naped Sapsucker","Sphyrapicus nuchalis",NA,NA,10,10,80,30,50,30,10,0,20,80,3000,2,"Woodland",2,"Omnivore",3,1.222,0
"PICIFORMES","Picidae","Sphyrapicus ruber","Red-breasted Sapsucker","LC",NA,54.8,"Woodland","semiopen",2,"Carnivore","Invertivore","Insessorial",1000123.48,7,1.5,1,38.4,30.4,"cavity","snag","any_tree_nest","snag_nest","cavity",100,0,0,85,15,10,5,"canopy","canopy",NA,3914,902,3320,"Red-breasted Sapsucker","Sphyrapicus ruber",NA,NA,10,0,90,60,70,0,0,0,0,100,3000,2,"Woodland",2,"Omnivore",4,1.097,1
"PICIFORMES","Picidae","Melanerpes lewis","Lewis's Woodpecker","LC",NA,105.8,"Woodland","semiopen",3,"Omnivore","Invertivore","Insessorial",2075995.24,10,1,1,52,31.4,"cavity","tree","any_tree_nest","live_tree_nest","cavity",100,0,0,20,80,0,80,NA,"understory","canopy",3917,878,3330,"Lewis's Woodpecker","Melanerpes lewis",NA,NA,40,0,30,0,60,20,20,0,50,50,2800,4,"Woodland",4,"Omnivore",3,0.921,1
"PICIFORMES","Picidae","Picoides dorsalis","American Three-toed Woodpecker","",NA,65.5,"Forest","dense",1,"Carnivore","Invertivore","Insessorial",23486930.71,6,1,1,35.9,29.4,"cavity","tree","any_tree_nest","live_tree_nest","cavity",100,0,0,40,60,30,30,"canopy","canopy","understory",3939,969,3390,"American Three-toed Woodpecker","Picoides dorsalis",NA,NA,0,0,100,90,90,10,0,10,20,70,2390,1,"Forest",1,"Invertebrate",2,1.699,1
"PICIFORMES","Picidae","Picoides arcticus","Black-backed Woodpecker","LC",NA,69.2,"Forest","dense",1,"Carnivore","Invertivore","Insessorial",6771211.08,7,1,1,32.4,25.2,"cavity","tree","any_tree_nest","live_tree_nest","cavity",100,0,0,40,60,20,40,"understory","understory","canopy",3941,970,3400,"Black-backed Woodpecker","Picoides arcticus",NA,NA,0,0,95,95,70,10,10,0,80,20,3100,1,"Forest",1,"Invertebrate",1,2,0
"PICIFORMES","Picidae","Dryobates pubescens","Downy Woodpecker","LC",NA,25.6,"Woodland","semiopen",1,"Carnivore","Invertivore","Insessorial",12800223.82,11,1,1,24.3,27,"cavity","tree","any_tree_nest","live_tree_nest","cavity",90,0,0,30,60,30,30,"canopy","canopy","understory",3972,960,3410,NA,"Picoides pubescens","Dryobates pubescens","Picoides pubescens",5,0,90,60,80,0,10,0,20,80,2750,1,"Forest",4,"Invertebrate",3,0.921,0
"PICIFORMES","Picidae","Dryobates villosus","Hairy Woodpecker","LC",NA,62.7,"Forest","dense",1,"Carnivore","Invertivore","Insessorial",13332874.44,15,1,1,32.4,25.3,"cavity","snag","any_tree_nest","snag_nest","cavity",100,0,0,60,40,30,10,NA,"canopy","understory",3975,965,3450,NA,"Picoides villosus","Dryobates villosus","Picoides villosus",10,0,80,60,70,10,10,20,30,50,3500,1,"Forest",4,"Invertebrate",3,0.921,1
"PICIFORMES","Picidae","Dryocopus pileatus","Pileated Woodpecker","LC",NA,286.6,"Forest","dense",1,"Carnivore","Invertivore","Insessorial",5925872.32,9,1.5,1,56.4,25.3,"cavity","tree","any_tree_nest","live_tree_nest","cavity",100,0,0,40,60,30,30,NA,"canopy","understory",3900,1021,3490,"Pileated Woodpecker","Dryocopus pileatus","Hylatomus pileatus",NA,0,0,80,60,70,0,10,20,30,50,2300,1,"Forest",4,"Invertebrate",3,0.921,1
"PICIFORMES","Picidae","Colaptes auratus","Northern Flicker","LC",NA,131.5,"Shrubland","semiopen",2,"Carnivore","Invertivore","Generalist",10804791.76,9,1,1,37.5,24.8,"cavity","snag","any_tree_nest","snag_nest","cavity",95,0,0,90,5,0,5,"ground","ground",NA,3870,1001,3500,"Northern Flicker","Colaptes auratus",NA,NA,0,0,0,0,70,0,10,100,0,0,3300,2,"Woodland",6,"Invertebrate",3,0.745,0
"FALCONIFORMES","Falconidae","Falco sparverius","American Kestrel","LC",NA,114.6,"Grassland","open",3,"Carnivore","Omnivore","Insessorial",26638648.91,14,1.2,1.2,77.9,43.7,"cavity","snag","any_tree_nest","snag_nest","cavity",100,0,0,60,40,30,10,NA,"ground","understory",4045,4950,3520,"American Kestrel","Falco sparverius",NA,NA,20,0,0,0,60,0,0,50,40,10,4000,2,"Woodland",5,"Invertebrate",2,1,0
"FALCONIFORMES","Falconidae","Falco columbarius","Merlin","LC",NA,188.5,"Woodland","open",3,"Carnivore","Vertivore","Aerial",26326086.22,9,1.9,1,98.8,48.9,"platform","tree","live_tree_nest","any_tree_nest","platform",70,0,20,0,70,20,50,NA,"understory","canopy",4057,4963,3530,"Merlin","Falco columbarius",NA,NA,40,0,0,0,20,0,0,0,33,33,3000,0,"Woodland",7,"Vertebrate",1,1.155,0
"FALCONIFORMES","Falconidae","Falco rusticolus","Gyrfalcon","LC",NA,1431.7,"Grassland","open",3,"Carnivore","Vertivore","Aerial",8809463.94,12,3,1,174.2,47.5,"scrape","cliff","cliff_nest","live_tree_nest","open",20,0,0,0,20,10,10,"ground","ground","understory",4072,4978,3550,"Gyr Falcon","Falco rusticolus",NA,NA,0,0,0,0,0,0,0,70,10,10,1500,0,"Plains",7,"Vertebrate",1,1.155,0
"FALCONIFORMES","Falconidae","Falco peregrinus","Peregrine Falcon","LC",NA,760,"Grassland","open",2,"Carnivore","Vertivore","Aerial",38088662.45,19,3,1,165,52.2,"scrape","cliff","cliff_nest","human.structure_nest","open",10,0,0,5,5,5,0,NA,"canopy","ground",4074,4980,3560,"Peregrine Falcon","Falco peregrinus",NA,NA,0,0,0,0,10,0,0,20,20,40,4000,0,"Plains",8,"Vertebrate",1,1.097,0
"FALCONIFORMES","Falconidae","Falco mexicanus","Prairie Falcon","LC",NA,713.1,"Grassland","open",3,"Carnivore","Vertivore","Aerial",3975634.14,17,2,1,166,50.5,"scrape","cliff","cliff_nest",NA,"open",0,0,0,0,0,0,0,"ground","ground","understory",4073,4979,3570,"Prairie Falcon","Falco mexicanus",NA,NA,0,0,0,0,0,0,0,70,20,10,3350,0,"Plains",6,"Vertebrate",1,1.222,0
"PASSERIFORMES","Tyrannidae","Contopus cooperi","Olive-sided Flycatcher","NT","Near-threatened",32.1,"Forest","dense",3,"Carnivore","Invertivore","Insessorial",9652028.65,8,1,1,38.5,37.9,"cup","tree","live_tree_nest","any_tree_nest","built.structure",100,0,0,0,100,10,90,NA,"understory","canopy",5888,6019,3600,"Olive-sided Flycatcher","Contopus cooperi",NA,NA,100,0,0,0,100,0,0,0,50,50,2200,1,"Forest",2,"Invertebrate",1,1.699,0
"PASSERIFORMES","Tyrannidae","Contopus sordidulus","Western Wood-Pewee","LC",NA,13.1,"Forest","dense",3,"Carnivore","Invertivore","Insessorial",6939803.44,6,1,1,29,33.5,"cup","tree","live_tree_nest","any_tree_nest","built.structure",100,0,0,0,100,30,70,NA,"ground","understory",5893,6027,3620,"Western Wood-pewee","Contopus sordidulus",NA,NA,70,0,0,0,90,0,0,33,33,33,3000,1,"Forest",3,"Invertebrate",1,1.523,0
"PASSERIFORMES","Tyrannidae","Empidonax flaviventris","Yellow-bellied Flycatcher","LC",NA,11.8,"Forest","dense",3,"Carnivore","Invertivore","Insessorial",5332665.34,4,1,1,15.3,24.1,"cup","ground","ground_nest",NA,"built.structure",0,100,0,0,0,0,0,"understory","understory","ground",5874,6036,3640,"Yellow-bellied Flycatcher","Empidonax flaviventris",NA,NA,70,0,0,0,90,0,0,20,80,0,1800,1,"Forest",5,"Invertebrate",2,1,0
"PASSERIFORMES","Tyrannidae","Empidonax alnorum","Alder Flycatcher","LC",NA,12.7,"Shrubland","dense",3,"Carnivore","Invertivore","Insessorial",7110677.02,3,1,1.5,12.4,19.2,"cup","shrub","shrub_nest",NA,"built.structure",0,0,100,0,0,0,0,"canopy","canopy",NA,5880,6038,3660,"Alder Flycatcher","Empidonax alnorum",NA,NA,100,0,0,0,80,0,0,0,0,100,2500,0,"Shrub",3,"Invertebrate",2,1.222,0
"PASSERIFORMES","Tyrannidae","Empidonax traillii","Willow Flycatcher","LC",NA,13.4,"Shrubland","semiopen",3,"Carnivore","Invertivore","Insessorial",7301691.61,11,1,1,16.2,23.5,"cup","shrub","shrub_nest","live_tree_nest","built.structure",40,0,60,0,40,10,30,"understory","understory","canopy",5879,6040,3670,"Willow Flycatcher","Empidonax traillii",NA,NA,80,0,0,0,90,0,0,0,80,20,2500,0,"Shrub",3,"Invertebrate",2,1.222,0
"PASSERIFORMES","Tyrannidae","Empidonax minimus","Least Flycatcher","LC",NA,10,"Forest","dense",3,"Carnivore","Invertivore","Insessorial",5753545.24,6,1,1,14.2,22.8,"cup","tree","live_tree_nest","any_tree_nest","built.structure",60,0,40,0,60,0,60,"understory","understory","canopy",5884,6042,3680,"Least Flycatcher","Empidonax minimus",NA,NA,40,0,0,0,90,0,0,0,80,20,1500,3,"Woodland",3,"Invertebrate",2,1.222,0
"PASSERIFORMES","Tyrannidae","Empidonax hammondii","Hammond's Flycatcher","LC",NA,10.4,"Forest","dense",3,"Carnivore","Invertivore","Insessorial",2762701.72,8,1,1,15.4,23.1,"cup","tree","live_tree_nest","any_tree_nest","built.structure",100,0,0,0,100,70,30,NA,"ground","understory",5885,6043,3690,"Hammond's Flycatcher","Empidonax hammondii",NA,NA,100,0,0,0,100,0,0,33,33,33,2000,1,"Forest",2,"Invertebrate",1,1.699,1
"PASSERIFORMES","Tyrannidae","Empidonax oberholseri","Dusky Flycatcher","LC",NA,10.4,"Forest","semiopen",3,"Carnivore","Invertivore","Insessorial",2680790.46,8,1,1.1,12.5,18.7,"cup","shrub","shrub_nest","live_tree_nest","built.structure",40,0,60,0,40,20,20,"understory","understory","ground",5886,6045,3710,"American Dusky Flycatcher","Empidonax oberholseri",NA,NA,70,0,0,0,100,0,0,20,80,0,1650,1,"Forest",3,"Invertebrate",1,1.523,0
"PASSERIFORMES","Tyrannidae","Sayornis phoebe","Eastern Phoebe","LC",NA,19.7,"Forest","semiopen",3,"Carnivore","Invertivore","Insessorial",6246276.45,10,1.7,1.8,17.4,20.6,"cup","human.structure","human.structure_nest","ground_nest","built.structure",0,5,0,0,0,0,0,NA,"understory","canopy",5871,6052,3760,"Eastern Phoebe","Sayornis phoebe",NA,NA,100,0,0,0,90,0,0,0,50,50,2500,0,"Woodland",2,"Invertebrate",1,1.699,0
"PASSERIFORMES","Tyrannidae","Sayornis saya","Say's Phoebe","LC",NA,20.9,"Forest","open",3,"Carnivore","Invertivore","Insessorial",7204273.9,5,1.2,2.2,26.8,25.6,"cup","human.structure","human.structure_nest","cliff_nest","built.structure",0,0,0,0,0,0,0,NA,"ground","understory",5872,6053,3770,"Say's Phoebe","Sayornis saya",NA,NA,70,0,0,0,90,0,0,50,50,0,3600,0,"Savanna",3,"Invertebrate",1,1.523,0
"PASSERIFORMES","Tyrannidae","Tyrannus melancholicus","Tropical Kingbird","LC",NA,37.4,"Human Modified","open",1,"Carnivore","Invertivore","Insessorial",16505803.88,9,1,1,25.5,23.7,"cup","tree","any_tree_nest","snag_nest","built.structure",80,0,20,40,40,20,20,"canopy","canopy",NA,5729,6187,3850,"Tropical Kingbird","Tyrannus melancholicus",NA,NA,80,0,0,0,100,0,0,0,0,100,1800,0,"Shrub",4,"Invertebrate",2,1.097,0
"PASSERIFORMES","Tyrannidae","Tyrannus verticalis","Western Kingbird","LC",NA,39.6,"Shrubland","open",3,"Carnivore","Invertivore","Insessorial",5067458.79,6,1,1,41.9,33.2,"cup",NA,"any_tree_nest","human.structure_nest","built.structure",40,0,10,10,30,10,20,NA,"canopy","ground",5733,6192,3890,"Western Kingbird","Tyrannus verticalis",NA,NA,70,0,0,0,90,0,0,30,30,40,2120,0,"Shrub",1,"Invertebrate",1,2,0
"PASSERIFORMES","Tyrannidae","Tyrannus tyrannus","Eastern Kingbird","LC",NA,39.9,"Woodland","semiopen",3,"Carnivore","Invertivore","Insessorial",9124093.16,10,1.5,1,38.6,33.3,"cup","tree","any_tree_nest","live_tree_nest","built.structure",60,0,30,10,50,10,40,"understory","understory","canopy",5734,6195,3900,"Eastern Kingbird","Tyrannus tyrannus",NA,NA,70,0,0,0,70,0,10,0,80,20,1850,4,"Shrub",5,"Invertebrate",2,1,0
"PASSERIFORMES","Vireonidae","Vireo huttoni","Hutton's Vireo","LC",NA,11.3,"Forest","dense",1,"Carnivore","Invertivore","Insessorial",1214843.43,14,1,1.5,10.8,17,"cup","tree","live_tree_nest","any_tree_nest","built.structure",100,0,0,0,100,30,70,"canopy","canopy","understory",6407,7759,3970,"Hutton's Vireo","Vireo huttoni",NA,NA,0,100,0,0,70,10,0,0,10,90,3600,2,"Woodland",2,"Invertebrate",3,1.222,0
"PASSERIFORMES","Vireonidae","Vireo cassinii","Cassin's Vireo","LC",NA,14.7,"Forest","semiopen",3,"Carnivore","Invertivore","Insessorial",923209.39,9,1,1,20.5,27.9,"cup","tree","live_tree_nest","any_tree_nest","built.structure",90,0,10,0,90,40,50,"canopy","canopy","understory",6411,7785,3990,"Cassin's Vireo","Vireo cassinii","Vireo solitarius",NA,10,80,0,0,70,0,20,0,20,80,3000,1,"Forest",2,"Invertebrate",2,1.398,0
"PASSERIFORMES","Vireonidae","Vireo philadelphicus","Philadelphia Vireo","LC",NA,11.5,"Woodland","dense",3,"Carnivore","Invertivore","Insessorial",2750346.28,8,1,1,17,25.6,"cup","tree","live_tree_nest","any_tree_nest","built.structure",90,0,10,0,90,0,90,"canopy","canopy",NA,6397,7790,4020,"Philadelphia Vireo","Vireo philadelphicus",NA,NA,20,30,0,0,70,0,10,0,0,100,2130,3,"Woodland",6,"Invertebrate",3,0.745,0
